CODE|DESCRIPTION|FLAGS|PRODUCT_EANS|SUBFAMILY_CODES
404848200002|DENTIFRICES||3014230002076,3014230002601,3014230002625,3015810597326,3050070007024,3050070007468,3050070007482,3050070009066,3058320024012,3094900062159,3094905567826,3094905567864,3094905567901,3094905568182,3094905568847,3094905568885,3094905574824,3094905574848,3094905574862,3094905574985,3094905575005,3094905575029,3094905575203,3094905575227,3178041337021,3178041341417,3178048240423,3178048244254,3250390658412,3250390739821,3250390739838,3250390739845,3250391052752,3250391185078,3250391332779,3250391436668,3250393068539,3250393470776,3331300001228,3331300031645,3331300032062,3331300032963,3331300040845,3331300042061,3331300072556,3346020064668,3346020064675,3346020064682,3346020064699,3346020064712,3346020064743,3346020064798,3346029400870,3346029402003,3346029402119,3760346074611,4068881000126,4068883000148,4068883000162,4068883000209,4068883000216,4068883000223,4068883000230,4068883000254,4068883000261,4068884000086,4068884000482,4068884000499,4068884000529,5054563016584,5054563016591,5054563017239,5054563017246,5054563038821,5054563049018,5054563049063,5054563049360,5054563050052,5054563077134,5054563077189,5054563105318,5054563117922,5054563117960,5054563119971,5054563121189,5054563149954,5054563155573,5054563157041,5054563157782,5054563158574,5054563195463,5054563195517,5054563196293,5054563205759,5054563205872,5054563206589,5054563206633,5054563206688,5054563206978,5054563211361,5054563211712,5054563226648,5054563236425,5054563236524,5054563236579,5054563236623,5054563236678,5054563238849,5054563239747,5054563239792,5054563240101,5054563240859,5054563244741,5054563248985,5054563249036,5054563249081,5054563249135,5054563249180,5054563249234,5054563249289,5054563250346,5054563250391,5054563250704,5054563251015,5054563251091,5054563251145,5054563258724,5054563258977,5054563270870,5054563273505,5054563273550,5054563283986,5054563284037,5054563286147,5054563286901,5054563286956,5054563287960,5054563288240,5054563288325,5054563288370,5054563288424,5054563288479,5054563288523,5054563288578,5054563288622,5054563288677,5054563288721,5054563291059,5054563292407,5054563292452,5054563948960,5410373124008,6920354838361,7046110071519,7046110075562,7070866038373,7070866041021,7610108056446,8001090679611,8006530024037,8006530024334,8006530268165,8006540721131,8006540721155,8006540721209,8006540882177,8006540882320,8006540882351,8006540969892,8410372242304,8700216035132,8700216088053,8700216088121,8700216089784,8700216309820,8700216311243,8700216311328,8700216311335,8700216311366,8700216666985,8700216667104,8700216667111,8700216667227,8700216667265,8700216667500,8700216667555,8700216667562,8700216689861,8700216690218,8700216690348,8700216690379,8700216690423,8700216871860,8700216871877,8710447328088,8710447328095,8710522417379,8710522605516,8710604781879,8710908128530,8712561122924,8718951484627,8718951484672,8718951484887,8718951496798,8718951539976,8718951543553,8718951544239,8718951544260,8718951544536,8718951544840,8718951546851,8718951548732,8718951549173,8718951552623,8718951553828,8718951563469,8718951570313,8718951570375,8718951580299,8718951580442,8718951583016,8718951589957,8718951612303,8718951612334,8718951616462,8718951616738,8718951651678,8718951653030,8718951653924,8718951653979,8718951679269,8718951679542,8718951684225,8718951684898,8718951691292,8718951693012,8718951696235,8718951697133,8718951697287,8718951697553,8718951697584,8718951697836,8718951698284,8718951699403,8718951713840,8718951714618,8718951715936,8718951716308,8718951716353,8718951716681,8718951720596,8718951732148,8718951732216,8718951755185,8718951755574,8718951755772,8718951759329,8718951761414,8718951761704,8718951763081,8718951763326,8718951770843,8718951771673,8718951777064,8718951778795,8718951781078,8718951783034,8718951783188,8718951784826,8718951796911,8718951799790,8720181206542,8720181206559,8720181207051,8720181207068,8720181230103,8720181230585,8720181327148,8720181327162,8720181327179,8720181416316,8720181419089,8720181419102,8720181419119,8720181419126,8720181419683,8720181419690,8720181419706,8720181419713,8720181501791,8720181501814,8720181503757,8720181503771,8720181683329,8720181684258,8720181696978,8720181697029,8720181698088,8720181698101,8720181698125,8720181699528,8720181738906,8720181754227,8720181754913,8720181755019,8720181755071,8720181755200,8720181758485,8720181848063,8720181848070,8720181848087,8720181848094,8720181861451,8720181902857,8720181902963,8720181903052,8720182595584,8720182595942,8720182596055,8720182729781,8720182730039,8720182730367,8720182730442,8720182735591,8720182735614,8720182735638,8720182735805,8720182735829,8720182738127,8720182745026|
404848200003|EAUX DENTAIRES||3031440403714,3031440403813,3250390645450,3250390645849,3250392271305,3250392271336,3346020036207,3346029400696,3346029400702,3346029401082,3574661806525,3574661810867,3574661811246,3574661811314,3574661811321,3574661811338,3574661811345,3574661811352,3574661811369,3574661811376,3574661811383,3574661811390,3574661811413,3574661811420,3574661833866,3574661896298,3574661899961,5054563051400,5054563230195,5054563948571,8718951536135,8718951544659,8718951656826,8718951656857,8718951656888,8718951713574,8718951713765,8720181086267|
404848200004|NETTOYANTS ET FIXATIFS||3059944203296,3059944203302,3059944203357,3094900666210,3094905000743,3094905555915,3094905565648,3094905568342,3094905568380,3094905568502,3250391421794,3250393069000,5054563033642,5054563121387,5054563202437,5054563202567,5054563205827,5054563206374,5054563206428,5054563280985,5054563281135,5054563281333,8006530128056,8006540331156,8006540331231,8006540331279,8700216620710,8700216620796,8700216620901,8700216620932,8700216621151,8700216621236,8700216623223,8700216623421,8700216623520,8700216623629|
404848200005|ACCESSOIRES||3031440403028,3031440403066,3031440403462,3031440403554,3031440403653,3031440404001,3031440404018,3031440404025,3031440404032,3031440407354,3031440408504,3031440408511,3031440408528,3031440408535,3031440408542,3031440408559,3031440408627,3031440408658,3031440408665,3160920521171,3160920521225,3250390760146,3250391623419,3250393068980,3250393452703,3250393452710,5054563181510,8006540896235,8710103633075,8718951724150,8720689036757,8720689036818,8720689052658|
404848220001|RASAGE FEMININ||2823809000000,3014260285425,3014260293253,3086123303843,3086123400221,3086123644915,3086123644991,3086123647220,3086123680180,3086123710856,3086123740686,3086126726984,3250391308491,3250391430468,3250391438044,3250391438075,3250392275242,3250393454967,3250393454974,3250393462177,3250393462184,3331849024061,3760207118607,4027800006007,4027800006304,4027800006502,4027800097302,4027800097500,4027800106400,4027800108404,4027800149902,4027800176304,4027800176502,4027800176700,4027800176809,4027800176908,4027800177103,4027800177202,4027800177608,4027800177707,4027800179701,4027800239702,4027800255702,4027800255801,4027800319800,4027800320301,4027800321704,4027800344505,4027800407002,4027800407101,4027800416004,4027800429103,4027800429202,4027800531400,4027800656103,4027800707102,4027800965038,4027800996803,7702018322862,7702018334919,7702018363490,7702018400997,7702018426263,7702018465552,7702018491513,7702018497539,7702018566808,7702018583836,7702018618064,7702018618576,7702018618590,7702018618613,8001090596109,8001090596666,8001090597120,8001090597533,8001090599100,8001090906731,8006530108324,8006530129893,8006530176521,8006530176613,8006530183833,8006530183963,8006530199155,8006530292917,8006540767320,8006540768808,8006540919873,8006540919903,8006540919934,8006540919965,8006540951200,8700216178198,8700216179942,8700216187251,8700216187343,8700216187527,8700216314015,8700216330152,8700216487689,8700216489720,8700216495516,8700216495561,8700216495639,8700216498692,8700216498760,8700216501422,8700216501637,8700216501682,8700216501828,8700216568944,8700216673808,8700216673822,8700216673938,8700216785396,8700216785440,8700216808811,8700216808866,8700216957557,8700216982825|
404848220002|DEPILATOIRES||3059940049614,3059944011655,3059944011761,3059944011891,3059944011907,3059944011914,3059944011921,3059944021197,3059944023061,3059944023085,3059944023702,3059944023856,3059944024051,3059944024143,3059944024181,3059944026703,3059944026727,3059944026734,3059944026741,3059944026758,3059944026871,3059944027014,3059944027045,3059944027618,3059944040105,3059944066006,3059944118545,3059944118552,3059944118569,3059944118576,3059944118583,3059944151443,3059947001165,3059947001202,3059948006190,3059948006671,3059948007050,3059948007067,3059948011705,3059948011729,3140100411591,3250390778875,3250391430529,3250391547395,3250391547500,3250392253127,3250392253141,3250392253165,3250392472962,3250392472986,3331300000849,3331300001426,3331300001525,3331300001754,3331300002447,3331300002768,3331300003796,3331300004823,3331300004861,3331300006049,3331300006070,3331300006261,3331300006278,3331300007756,3331300008821,3331300010572,3331300026641,3331840550002,3331840551009,3331840554000,3331849000041,3331849020452,3331849021060,3331849021077,3331849022678,3331849022685,3331849022692,3331849022708,3331849022715,3331849022722,3331849022739,3331849022746,3331849026638,3331849028397,3331849030772,3450270012031,3450270012246,3450270012727,3450270012796,3450270015766,3450270015797,3450270016282,3450270016350,4027800374007,5011417549247,5410036305652,7702018618781,8700216193498,8700216330039|
404848240001|EAU DE TOILETTE FEMMES||0603531176574,0810103654891,0810103654938,2823810000000,3017561250116,3052503198163,3052503198514,3141380088046,3250392339388,3250392339449,3250393119187,3298839231925,3298839232083,3298839232328,3298839233325,3298839234452,3298839234469,3298839234582,3298839234599,3298839234605,3298839234612,3326240126612,3331840871428,3331840871626,3331840871633,3331840871732,3331840871800,3331849015748,3331849015755,3331849018459,3331849018466,3331849020360,3331849020377,3331849020964,3331849023491,3331849024009,3331849024016,3331849024023,3331849024030,3331849024375,3331849025716,3331849025730,3331849026669,3331849026676,3331849026683,3331849026690,3331849027420,3357550500014,3357554700014,3379501410142,3379501610788,3379501620787,3379501630786,3379501720692,3379502050125,3379502270622,3379502661208,3379502870655,3379502880654,3379502890653,3379502900659,3430750003223,3430750038409,3430750130769,3430750130820,3430750138598,3430750140102,3430750140119,3430750170963,3430750213837,3430750406444,3430750412759,3430750412919,3430750595506,3468080259201,3468080259409,3468080259928,3509161108169,3509161549078,3509161559053,3509165188617,3600550083279,3600550083286,3600550083293,3600550140361,3600550176605,3600550177121,3600550920802,3600551044095,3600551067735,3600551124407,3616303393052,3616303393137,3616305279538,3616305447159,3616305447166,3616305447210,3616305629395,3616305629425,3616306124905,3616306124912,3616307671170,3701434402480,3760284202121,3760284202169,3760284205436,3760284205467|
404848240002|EAU DE TOILETTE ENFANTS||3298839233257,3298839233448,3298839234391,3468080149403,3468080150096,3468080150478,3468080154810,3468080155459,3468080155527,3468080155534,3468080155664,3468080155671|
404848240003|EAU DE COLOGNE||3017561550018,3017561550025,3017561550032,3017561600010,3017561600034,3050070000025,3050070000032,3050070000162,3050070000179,3050070006454,3178041309752,3243655232786,3250390713159,3250390713166,3250390713173,3250390713180,3250390713197,3250392105822,3250392263362,3250392263393,3326240033606,3410280000954,3410280021652,3600550160017,3600550272543|
404848260001|SOINS DE LA BARBE||2823811000000,3014230021237,3014230022234,3014260207618,3014260208950,3014260219949,3014260596989,3015810608817,3017565410073,3024876050119,3050070004023,3058320052015,3058320052022,3058320052039,3058325014407,3059944026130,3086123170513,3086123220614,3086123347328,3086123363700,3086123395053,3086123471023,3086123644885,3086123644922,3086123644977,3086123760448,3086123760455,3086123774407,3086126674735,3086126692586,3086127500170,3181730117767,3181730117804,3181730117880,3181730117965,3181730125007,3181730125083,3181730152324,3181730332221,3250390467502,3250390736790,3250390736806,3250390737742,3250390737766,3250390837855,3250391282777,3250391282807,3250391316120,3250391432844,3250391458943,3250391458974,3250391896370,3250391896400,3250392545161,3250392550394,3250392914165,3250393094446,3250393454943,3250393454950,3250393462191,3250393462207,3250393473807,3250393473814,3250393473821,3331849015311,3331849020773,3410280058689,3410280141657,3600523816248,3600524125943,3600551113784,3600551113791,3600551117393,3600551117409,3600551124353,3600551124360,3700206760186,4005808221691,4005808221851,4005808222704,4006000072302,4006000189802,4027800009008,4027800025800,4027800102808,4027800118069,4027800121403,4027800121700,4027800127009,4027800127108,4027800135387,4027800135400,4027800138609,4027800174607,4027800174706,4027800175130,4027800175406,4027800175505,4027800175604,4027800175802,4027800176007,4027800180707,4027800180806,4027800198801,4027800205301,4027800205400,4027800216505,4027800216604,4027800237203,4027800238804,4027800239504,4027800274109,4027800299805,4027800320103,4027800324705,4027800324903,4027800325009,4027800325306,4027800325405,4027800348107,4027800348503,4027800348800,4027800372508,4027800372607,4027800383504,4027800383801,4027800400508,4027800402205,4027800402342,4027800402502,4027800404100,4027800438808,4027800439935,4027800460205,4027800509805,4027800509904,4027800513604,4027800707706,4027800712700,4027800944033,5060144646323,5060144646330,5060144647504,7702018355518,7702018408535,7702018417759,7702018417841,7702018436033,7702018466689,7702018466917,7702018467266,7702018468034,7702018541751,7702018541775,7702018541850,7702018545155,7702018545247,7702018550784,7702018560677,7702018564026,7702018587339,7702018587353,7702018602070,7702018602117,7702018603909,7702018603961,7702018605378,7702018621255,8001090419996,8001090420435,8001090427380,8001090428356,8001090429407,8001090442819,8001090457882,8001090472694,8001090614407,8001090619679,8001090619730,8001090621528,8001090787217,8001090813527,8001090877420,8006530081146,8006530081214,8006530110846,8006530111096,8006530113540,8006530113816,8006530113915,8006530164795,8006530164993,8006530219266,8006530235471,8006530235501,8006530235648,8006530235662,8006530235808,8006530235822,8006530235853,8006530235952,8006530235976,8006530236201,8006530236331,8006530270182,8006530270670,8006530278621,8006530329972,8006540299272,8006540661666,8006540663998,8006540664025,8006540733929,8006540734216,8006540734407,8006540734414,8006540741115,8006540742273,8006540743768,8006540761960,8006540761991,8006540762011,8006540762110,8006540765098,8006540765371,8006540765494,8006540765531,8006540765654,8006540765739,8006540765777,8006540765814,8006540766279,8006540963456,8700216013291,8700216026727,8700216036658,8700216036832,8700216064361,8700216074384,8700216104159,8700216108805,8700216165211,8700216222358,8700216304481,8700216304498,8700216331814,8700216434171,8700216465786,8700216466028,8700216479479,8700216479622,8700216479851,8700216479943,8700216480161,8700216504508,8700216504690,8700216506830,8700216506885,8700216518543,8700216518789,8700216518994,8700216519021,8700216561105,8700216561174,8700216561266,8700216565271,8700216571395,8700216607773,8700216607858,8700216607872,8700216618687,8700216618755,8700216618779,8700216619004,8700216686570,8700216738798,8700216834735,8700216854290,8700216857208,8700216886826,8710103985891,8710103997146,8717163962039,8720181329920,8720689003360,8720689003377,8720689003414,8720689003438,8720689028905,8720689029070,8720689029100,8720689030762,8720689031875,8720689037846,8720689038942,8720689042666,8720689042673|
